filename,title,category,source_url,description,v2_verified,library_count,libraries,code_hash,file_size,line_count
BuiltIn_GuiAdvanced_03.ahk,BuiltIn GuiAdvanced 03,Uncategorized,,,True,0,,b095dee45f73af6b,20895,579
BuiltIn_GuiAdvanced_04.ahk,BuiltIn GuiAdvanced 04,Uncategorized,,,True,0,,1fff1ee09b71ed35,20906,579
BuiltIn_GuiControls_01.ahk,BuiltIn GuiControls 01,Uncategorized,,,True,0,,96304e881bdeb251,29068,727
BuiltIn_GuiControls_02.ahk,BuiltIn GuiControls 02,Uncategorized,,,True,0,,c93846375ed81aac,29180,867
BuiltIn_GuiControls_03.ahk,BuiltIn GuiControls 03,Uncategorized,,,True,0,,b11df5c35e8fcb6e,29000,817
BuiltIn_GuiControls_04.ahk,BuiltIn GuiControls 04,Uncategorized,,,True,0,,2dbac87393e55bd7,21337,579
BuiltIn_GuiEvents_01.ahk,BuiltIn GuiEvents 01,Uncategorized,,,True,0,,5bd053e10f197939,18409,530
BuiltIn_GuiEvents_02.ahk,BuiltIn GuiEvents 02,Uncategorized,,,True,0,,0f52c51049b9fef1,18366,530
BuiltIn_GuiEvents_03.ahk,BuiltIn GuiEvents 03,Uncategorized,,,True,0,,25963aba0b748c9f,18275,530
BuiltIn_GuiEvents_04.ahk,BuiltIn GuiEvents 04,Uncategorized,,,True,0,,f4134543b357be12,18437,530
BuiltIn_GuiListView_01.ahk,BuiltIn GuiListView 01,Uncategorized,,,True,0,,948491b5394d4e77,27305,796
BuiltIn_GuiListView_02.ahk,BuiltIn GuiListView 02,Uncategorized,,,True,0,,6d894e037e998299,27289,796
BuiltIn_GuiListView_03.ahk,BuiltIn GuiListView 03,Uncategorized,,,True,0,,88861593df6fe39b,27178,796
BuiltIn_GuiListView_04.ahk,BuiltIn GuiListView 04,Uncategorized,,,True,0,,df707263149d25ad,27178,796
BuiltIn_Gui_01.ahk,BuiltIn Gui 01,Uncategorized,,,True,0,,c8662bc969a0502f,20725,538
BuiltIn_Gui_02.ahk,BuiltIn Gui 02,Uncategorized,,,True,0,,ae3e4ac2b342b79c,20330,528
BuiltIn_Gui_03.ahk,BuiltIn Gui 03,Uncategorized,,,True,0,,ed7d1260f5618534,21368,605
BuiltIn_Gui_04.ahk,BuiltIn Gui 04,Uncategorized,,,True,0,,5ff463b48b37e3dc,31749,966
BuiltIn_HotIf_01.ahk,BuiltIn HotIf 01,Uncategorized,,,True,0,,14367f6856c88841,14467,515
BuiltIn_HotIf_02.ahk,BuiltIn HotIf 02,Uncategorized,,,True,0,,5b523ff8db748e0b,16915,622
BuiltIn_HotIf_03.ahk,BuiltIn HotIf 03,Uncategorized,,,True,0,,e8658731e93848d1,17317,678
BuiltIn_HotIf_04.ahk,BuiltIn HotIf 04,Uncategorized,,,True,0,,b7b1eaf68ff47c91,24183,878
BuiltIn_HotkeyExamples_01.ahk,BuiltIn HotkeyExamples 01,Uncategorized,,,True,0,,8ac977047c3fa204,14833,571
BuiltIn_HotkeyExamples_02.ahk,BuiltIn HotkeyExamples 02,Uncategorized,,,True,0,,4d598c6b94135e12,16040,590
BuiltIn_HotkeyManagement_01.ahk,BuiltIn HotkeyManagement 01,Uncategorized,,,True,0,,fdc2cc7dd39c8485,13918,535
BuiltIn_HotkeyManagement_02.ahk,BuiltIn HotkeyManagement 02,Uncategorized,,,True,0,,6b3b19cc482088cc,13556,470
BuiltIn_HotkeyManagement_03.ahk,BuiltIn HotkeyManagement 03,Uncategorized,,,True,0,,2bd97481bd472a1f,19094,676
BuiltIn_Hotkey_01.ahk,BuiltIn Hotkey 01,Uncategorized,,,True,0,,50ece534f84003ee,13957,423
BuiltIn_Hotkey_02.ahk,BuiltIn Hotkey 02,Uncategorized,,,True,0,,1300535311d015cb,17820,632
BuiltIn_Hotkey_03.ahk,BuiltIn Hotkey 03,Uncategorized,,,True,0,,1161e2f4c049f629,19022,696
BuiltIn_Hotkey_04.ahk,BuiltIn Hotkey 04,Uncategorized,,,True,0,,ff1529981124dae1,18343,637
BuiltIn_HotstringExamples_01.ahk,BuiltIn HotstringExamples 01,Uncategorized,,,True,0,,5019af1672ccbab4,15117,628
BuiltIn_HotstringExamples_02.ahk,BuiltIn HotstringExamples 02,Uncategorized,,,True,0,,88f28822c28cd854,18375,604
BuiltIn_Hotstring_01.ahk,BuiltIn Hotstring 01,Uncategorized,,,True,0,,6982c5967aec8de5,17379,602
BuiltIn_Hotstring_02.ahk,BuiltIn Hotstring 02,Uncategorized,,,True,0,,990c488787485547,14824,424
BuiltIn_Hotstring_03.ahk,BuiltIn Hotstring 03,Uncategorized,,,True,0,,dab42c596b60f2af,17419,601
BuiltIn_Hotstring_04.ahk,BuiltIn Hotstring 04,Uncategorized,,,True,0,,d6be242c3f5e1aa2,13727,437
BuiltIn_IfElse_01.ahk,BuiltIn IfElse 01,Uncategorized,,,True,0,,f89dc59c685649fd,14700,528
BuiltIn_IfElse_02.ahk,BuiltIn IfElse 02,Uncategorized,,,True,0,,22c917022579e241,22085,666
BuiltIn_IfElse_03.ahk,BuiltIn IfElse 03,Uncategorized,,,True,0,,2ff0767909586fa9,21103,675
BuiltIn_IfElse_04.ahk,BuiltIn IfElse 04,Uncategorized,,,True,0,,f6c9c1a2ae6a019a,21631,769
BuiltIn_ImageSearch_01.ahk,BuiltIn ImageSearch 01,Uncategorized,,,True,0,,3a1635d920155075,26107,886
BuiltIn_ImageSearch_02.ahk,BuiltIn ImageSearch 02,Uncategorized,,,True,0,,d85f7a8f9c4c7280,28728,1038
BuiltIn_InStr_01_BasicUsage.ahk,BuiltIn InStr 01 BasicUsage,Uncategorized,,,True,0,,b7d15847f1c1feb2,7179,254
BuiltIn_InStr_02_Parsing.ahk,BuiltIn InStr 02 Parsing,Uncategorized,,,True,0,,3a19403f9472baa3,6622,272
BuiltIn_InStr_03_Validation.ahk,BuiltIn InStr 03 Validation,Uncategorized,,,True,0,,79cfe81a2deebe07,8929,365
BuiltIn_Include_01.ahk,BuiltIn Include 01,Uncategorized,,,True,0,,e935108b0398c11d,23071,858
BuiltIn_Include_02.ahk,BuiltIn Include 02,Uncategorized,,,True,0,,8f02f387f5e8dc9d,27240,957
BuiltIn_Include_03.ahk,BuiltIn Include 03,Uncategorized,,,True,0,,8409ec1a3bdb0cc6,29898,1037
BuiltIn_IniRead_01.ahk,BuiltIn IniRead 01,Uncategorized,,,True,0,,943fddc6f4842b90,14773,480
BuiltIn_IniRead_02.ahk,BuiltIn IniRead 02,Uncategorized,,,True,0,,026678e5ec7358d5,15104,483
BuiltIn_IniRead_03.ahk,BuiltIn IniRead 03,Uncategorized,,,True,0,,7691dc043e869f7a,13178,447
BuiltIn_IniWrite_01.ahk,BuiltIn IniWrite 01,Uncategorized,,,True,0,,e1a9bc1768bdac34,14468,464
BuiltIn_IniWrite_02.ahk,BuiltIn IniWrite 02,Uncategorized,,,True,0,,892391ae3b6583f5,12982,417
BuiltIn_IniWrite_03.ahk,BuiltIn IniWrite 03,Uncategorized,,,True,0,,602712d88a23e971,14046,418
BuiltIn_InputBox_01.ahk,BuiltIn InputBox 01,Uncategorized,,,True,0,,062366712620d569,20045,651
BuiltIn_InputBox_02.ahk,BuiltIn InputBox 02,Uncategorized,,,True,0,,7c09f0ac3093a6f9,24841,866
BuiltIn_InputBox_03.ahk,BuiltIn InputBox 03,Uncategorized,,,True,0,,b764881c7505de70,27817,946
BuiltIn_ListLines_01_DebuggingBasics.ahk,BuiltIn ListLines 01 DebuggingBasics,Uncategorized,,,True,0,,43bcbd1db6c3290c,14255,490
BuiltIn_ListLines_02_PerformanceTracking.ahk,BuiltIn ListLines 02 PerformanceTracking,Uncategorized,,,True,0,,1ea1ba57b4552e4d,12481,426
BuiltIn_ListVars_01_VariableInspection.ahk,BuiltIn ListVars 01 VariableInspection,Uncategorized,,,True,0,,84c02b80e9f22797,14272,490
BuiltIn_ListVars_02_DebuggingTools.ahk,BuiltIn ListVars 02 DebuggingTools,Uncategorized,,,True,0,,0d621fff19b56ba3,12334,426
BuiltIn_ListView_01_BasicUsage.ahk,BuiltIn ListView 01 BasicUsage,Uncategorized,,,True,0,,dc9f13ad26924fa2,17315,523
BuiltIn_ListView_02_Columns.ahk,BuiltIn ListView 02 Columns,Uncategorized,,,True,0,,ed6d7e0b3f866b05,22379,667
BuiltIn_ListView_03_Sorting.ahk,BuiltIn ListView 03 Sorting,Uncategorized,,,True,0,,eac90a3c2bae1b4d,22890,673
BuiltIn_ListView_04_Selection.ahk,BuiltIn ListView 04 Selection,Uncategorized,,,True,0,,0a8c2091dd527d04,27176,879
BuiltIn_ListView_05_Icons.ahk,BuiltIn ListView 05 Icons,Uncategorized,,,True,0,,3b4f1f076884a21c,20234,573
BuiltIn_ListView_06_ContextMenu.ahk,BuiltIn ListView 06 ContextMenu,Uncategorized,,,True,0,,68fac1ebe7ae44f8,23627,791
BuiltIn_ListView_07_Editing.ahk,BuiltIn ListView 07 Editing,Uncategorized,,,True,0,,3847d861b26a3ce6,24172,804
BuiltIn_ListView_08_DataBinding.ahk,BuiltIn ListView 08 DataBinding,Uncategorized,,,True,0,,dd1930f9679d9445,27136,900
BuiltIn_ListView_09_Virtualization.ahk,BuiltIn ListView 09 Virtualization,Uncategorized,,,True,0,,4abddfbc30b521fd,26240,860
BuiltIn_ListView_10_Styling.ahk,BuiltIn ListView 10 Styling,Uncategorized,,,True,0,,741496d19f8f10d2,21140,637
BuiltIn_Ln_01_BasicUsage.ahk,BuiltIn Ln 01 BasicUsage,Uncategorized,,,True,0,,cdbf57830c19ce83,14180,507
BuiltIn_Ln_02_GrowthRates.ahk,BuiltIn Ln 02 GrowthRates,Uncategorized,,,True,0,,526ac8d962de7f0c,19660,679
BuiltIn_Ln_03_HalfLife.ahk,BuiltIn Ln 03 HalfLife,Uncategorized,,,True,0,,41583beea391cdd8,19520,643
BuiltIn_Log_01_BasicUsage.ahk,BuiltIn Log 01 BasicUsage,Uncategorized,,,True,0,,a271dfaef3749f54,11862,436
BuiltIn_Log_02_Scales.ahk,BuiltIn Log 02 Scales,Uncategorized,,,True,0,,e9bcb02740d471d3,20014,688
BuiltIn_Log_03_DataAnalysis.ahk,BuiltIn Log 03 DataAnalysis,Uncategorized,,,True,0,,b35e1988fb3b209b,21917,761
BuiltIn_Loop_01.ahk,BuiltIn Loop 01,Uncategorized,,,True,0,,bf6291d7303ecc7f,10252,392
BuiltIn_Loop_02.ahk,BuiltIn Loop 02,Uncategorized,,,True,0,,b3639e56c861d8a5,9034,348
BuiltIn_Loop_03.ahk,BuiltIn Loop 03,Uncategorized,,,True,0,,800ea142cf2641e8,6137,248
BuiltIn_Loop_04.ahk,BuiltIn Loop 04,Uncategorized,,,True,0,,a75df0e30c1c3bde,4161,179
BuiltIn_Map_Clear_01_BasicUsage.ahk,BuiltIn Map Clear 01 BasicUsage,Uncategorized,,,True,0,,7325ee546499e58a,9642,343
BuiltIn_Map_Delete_01_BasicUsage.ahk,BuiltIn Map Delete 01 BasicUsage,Uncategorized,,,True,0,,dc48fbef9ccf7ccc,10425,373
BuiltIn_Map_Delete_02_Cleanup.ahk,BuiltIn Map Delete 02 Cleanup,Uncategorized,,,True,0,,6ed245f3938aa82d,11518,413
BuiltIn_Map_Delete_03_Cache.ahk,BuiltIn Map Delete 03 Cache,Uncategorized,,,True,0,,5d52cfba1b565ee9,11682,425
BuiltIn_Map_Get_01_BasicUsage.ahk,BuiltIn Map Get 01 BasicUsage,Uncategorized,,,True,0,,41ae6dfc3c054562,14959,514
BuiltIn_Map_Get_02_DefaultValues.ahk,BuiltIn Map Get 02 DefaultValues,Uncategorized,,,True,0,,4eea7329fa0af6b9,19584,698
BuiltIn_Map_Get_03_DataRetrieval.ahk,BuiltIn Map Get 03 DataRetrieval,Uncategorized,,,True,0,,211f6d676b07393c,22695,805
BuiltIn_Map_Get_04_Lookups.ahk,BuiltIn Map Get 04 Lookups,Uncategorized,,,True,0,,e9452598cbb2a0ec,21252,764
BuiltIn_Map_Has_01_BasicUsage.ahk,BuiltIn Map Has 01 BasicUsage,Uncategorized,,,True,0,,caa17006eac60880,17641,630
BuiltIn_Map_Has_02_Validation.ahk,BuiltIn Map Has 02 Validation,Uncategorized,,,True,0,,a5e1cb09f98a9a7e,23194,789
BuiltIn_Map_Has_03_Conditional.ahk,BuiltIn Map Has 03 Conditional,Uncategorized,,,True,0,,9ca2ca2f95150f6c,10655,360
BuiltIn_Map_Has_04_DataIntegrity.ahk,BuiltIn Map Has 04 DataIntegrity,Uncategorized,,,True,0,,3bb9537640cb19c6,15328,501
BuiltIn_Map_Set_01_BasicUsage.ahk,BuiltIn Map Set 01 BasicUsage,Uncategorized,,,True,0,,13f699d5471cd5ca,13174,416
BuiltIn_Map_Set_02_Configuration.ahk,BuiltIn Map Set 02 Configuration,Uncategorized,,,True,0,,dd4b53f400b21364,21241,716
BuiltIn_Map_Set_03_Caching.ahk,BuiltIn Map Set 03 Caching,Uncategorized,,,True,0,,fa9d53f16adbbb8a,23387,884
BuiltIn_Map_Set_04_Batch.ahk,BuiltIn Map Set 04 Batch,Uncategorized,,,True,0,,696ff72f7f340a68,20662,749
BuiltIn_MaxThreads_01.ahk,BuiltIn MaxThreads 01,Uncategorized,,,True,0,,fe85099fcc343f4d,10896,429
BuiltIn_MaxThreads_02.ahk,BuiltIn MaxThreads 02,Uncategorized,,,True,0,,932fd97c9f43a6af,10886,429
BuiltIn_Menu_01_BasicUsage.ahk,BuiltIn Menu 01 BasicUsage,Uncategorized,,,True,0,,2530ea0930398a59,12270,422
BuiltIn_Menu_02_Submenus.ahk,BuiltIn Menu 02 Submenus,Uncategorized,,,True,0,,7fa7c914c25e0c0f,12185,422
BuiltIn_Menu_03_Icons.ahk,BuiltIn Menu 03 Icons,Uncategorized,,,True,0,,0f61b9c6643fc05b,12042,422
BuiltIn_Menu_04_Checkmarks.ahk,BuiltIn Menu 04 Checkmarks,Uncategorized,,,True,0,,8022f0e9142e8fcf,12263,422
BuiltIn_Menu_05_ContextMenu.ahk,BuiltIn Menu 05 ContextMenu,Uncategorized,,,True,0,,63c7e3799f1275c8,12302,422
BuiltIn_Menu_06_TrayMenu.ahk,BuiltIn Menu 06 TrayMenu,Uncategorized,,,True,0,,e6af2b668afdbbc8,12179,422
BuiltIn_Menu_07_MenuBar.ahk,BuiltIn Menu 07 MenuBar,Uncategorized,,,True,0,,0e239e65d4dd0bf7,12138,422
BuiltIn_Menu_08_Dynamic.ahk,BuiltIn Menu 08 Dynamic,Uncategorized,,,True,0,,08bf2a3558913f21,12135,422
BuiltIn_Menu_09_Keyboard.ahk,BuiltIn Menu 09 Keyboard,Uncategorized,,,True,0,,03daaae8ce0fe3ce,12179,422
BuiltIn_Menu_10_Advanced.ahk,BuiltIn Menu 10 Advanced,Uncategorized,,,True,0,,d558380df80d5bbe,12181,422
BuiltIn_MinMax_01_BasicUsage.ahk,BuiltIn MinMax 01 BasicUsage,Uncategorized,,,True,0,,ba3440e3cc0e21d4,9929,357
BuiltIn_MinMax_02_RangeValidation.ahk,BuiltIn MinMax 02 RangeValidation,Uncategorized,,,True,0,,ab7b77ef68447975,15669,610
BuiltIn_MinMax_03_DataAnalysis.ahk,BuiltIn MinMax 03 DataAnalysis,Uncategorized,,,True,0,,c558955971fdda64,18060,626
BuiltIn_Mod_01_BasicUsage.ahk,BuiltIn Mod 01 BasicUsage,Uncategorized,,,True,0,,6e35aabe923b603c,13273,527
BuiltIn_Mod_02_CyclicPatterns.ahk,BuiltIn Mod 02 CyclicPatterns,Uncategorized,,,True,0,,63c0432ac9f43413,18085,725
BuiltIn_MonitorGetCount_01_BasicUsage.ahk,BuiltIn MonitorGetCount 01 BasicUsage,Uncategorized,,,True,0,,32caa0f73eb8c2e0,19215,581
BuiltIn_MonitorGetCount_02_Detection.ahk,BuiltIn MonitorGetCount 02 Detection,Uncategorized,,,True,0,,fe462fdf58958718,22691,705
BuiltIn_MonitorGetCount_03_Display.ahk,BuiltIn MonitorGetCount 03 Display,Uncategorized,,,True,0,,54ec541fee0f12a2,17532,560
BuiltIn_MonitorGetPrimary_01_BasicUsage.ahk,BuiltIn MonitorGetPrimary 01 BasicUsage,Uncategorized,,,True,0,,514c8f6a258bee40,18489,503
BuiltIn_MonitorGetPrimary_02_Positioning.ahk,BuiltIn MonitorGetPrimary 02 Positioning,Uncategorized,,,True,0,,6ab6cc9932631c37,23517,750
BuiltIn_MonitorGetPrimary_03_MultiDisplay.ahk,BuiltIn MonitorGetPrimary 03 MultiDisplay,Uncategorized,,,True,0,,8b25814cd9aa6683,24260,737
BuiltIn_MonitorGet_01_BasicUsage.ahk,BuiltIn MonitorGet 01 BasicUsage,Uncategorized,,,True,0,,2c3b4a1131e9f4ac,14717,448
BuiltIn_MonitorGet_02_MultiMonitor.ahk,BuiltIn MonitorGet 02 MultiMonitor,Uncategorized,,,True,0,,1f7ae866f3452d2b,22767,671
BuiltIn_MonitorGet_03_Positioning.ahk,BuiltIn MonitorGet 03 Positioning,Uncategorized,,,True,0,,4d416a654bd9149c,26826,799
BuiltIn_MouseGetPos_01.ahk,BuiltIn MouseGetPos 01,Uncategorized,,,True,0,,297ae7a6e0230e1d,15034,592
BuiltIn_MouseGetPos_02.ahk,BuiltIn MouseGetPos 02,Uncategorized,,,True,0,,49c851d81f109c25,16178,567
BuiltIn_MouseGetPos_03.ahk,BuiltIn MouseGetPos 03,Uncategorized,,,True,0,,910510f10545af19,17588,657
BuiltIn_MouseMove_01.ahk,BuiltIn MouseMove 01,Uncategorized,,,True,0,,c702af7e0cffacd5,13663,585
BuiltIn_MouseMove_02.ahk,BuiltIn MouseMove 02,Uncategorized,,,True,0,,888b7eadf452cf3d,14761,611
BuiltIn_MouseMove_03.ahk,BuiltIn MouseMove 03,Uncategorized,,,True,0,,384ad213c0a3afff,16410,714
BuiltIn_MsgBox_01.ahk,BuiltIn MsgBox 01,Uncategorized,,,True,0,,f3fe007ffdbf42e6,18498,523
BuiltIn_MsgBox_02.ahk,BuiltIn MsgBox 02,Uncategorized,,,True,0,,aa74cd4bc84e89b1,21231,678
BuiltIn_MsgBox_03.ahk,BuiltIn MsgBox 03,Uncategorized,,,True,0,,f3394405f5d33ffe,24580,767
BuiltIn_NoTrayIcon_01.ahk,BuiltIn NoTrayIcon 01,Uncategorized,,,True,0,,98fccf6222079b76,10870,429
BuiltIn_NoTrayIcon_02.ahk,BuiltIn NoTrayIcon 02,Uncategorized,,,True,0,,198cc9fea76f7430,10888,429
BuiltIn_NumGet_01_BasicUsage.ahk,BuiltIn NumGet 01 BasicUsage,Uncategorized,,,True,0,,8524f0a684c973e3,18053,513
BuiltIn_NumGet_02_FloatingPoint.ahk,BuiltIn NumGet 02 FloatingPoint,Uncategorized,,,True,0,,7297bc288ce4177c,19517,563
BuiltIn_NumGet_03_Pointers.ahk,BuiltIn NumGet 03 Pointers,Uncategorized,,,True,0,,2d700b8b715d7408,15510,462
BuiltIn_NumGet_04_Structures.ahk,BuiltIn NumGet 04 Structures,Uncategorized,,,True,0,,27c7c1f6d687e947,17616,531
BuiltIn_NumPut_01_BasicUsage.ahk,BuiltIn NumPut 01 BasicUsage,Uncategorized,,,True,0,,a6dc59eb29d12122,12335,376
BuiltIn_NumPut_02_FloatingPoint.ahk,BuiltIn NumPut 02 FloatingPoint,Uncategorized,,,True,0,,7282be389a984723,11333,346
BuiltIn_NumPut_03_Pointers.ahk,BuiltIn NumPut 03 Pointers,Uncategorized,,,True,0,,a85e6c350b734879,10180,334
BuiltIn_NumPut_04_Structures.ahk,BuiltIn NumPut 04 Structures,Uncategorized,,,True,0,,34e14e9fa4e9269d,10189,305
BuiltIn_OOP_Class_01_BasicUsage.ahk,BuiltIn OOP Class 01 BasicUsage,Uncategorized,,,True,0,,b80cef6e49d76f5d,11223,423
BuiltIn_OOP_Class_02_Properties.ahk,BuiltIn OOP Class 02 Properties,Uncategorized,,,True,0,,5b331ed0e7aba28f,12800,533
BuiltIn_OOP_Class_03_Constructor.ahk,BuiltIn OOP Class 03 Constructor,Uncategorized,,,True,0,,c5a957b31d1787dd,16396,577
BuiltIn_OOP_Class_04_Static.ahk,BuiltIn OOP Class 04 Static,Uncategorized,,,True,0,,4bb08f728e715b6a,18403,675
BuiltIn_OOP_Class_05_ThisKeyword.ahk,BuiltIn OOP Class 05 ThisKeyword,Uncategorized,,,True,0,,3e36754dde01a206,14816,588
BuiltIn_OOP_Inherit_01_BasicUsage.ahk,BuiltIn OOP Inherit 01 BasicUsage,Uncategorized,,,True,0,,0f37f9094e9e9cf3,15289,637
BuiltIn_OOP_Inherit_02_Super.ahk,BuiltIn OOP Inherit 02 Super,Uncategorized,,,True,0,,10c15a4a007e3dc2,16778,683
BuiltIn_OOP_Inherit_03_Override.ahk,BuiltIn OOP Inherit 03 Override,Uncategorized,,,True,0,,b31c3ccf0eac4068,16213,701
BuiltIn_OOP_Inherit_04_Abstract.ahk,BuiltIn OOP Inherit 04 Abstract,Uncategorized,,,True,0,,d9fe68cce8aef61b,20460,848
BuiltIn_OOP_Inherit_05_Polymorphism.ahk,BuiltIn OOP Inherit 05 Polymorphism,Uncategorized,,,True,0,,71487f814acfaaf9,21497,923
BuiltIn_OOP_Meta_01_Call.ahk,BuiltIn OOP Meta 01 Call,Uncategorized,,,True,0,,824bd98f541bb15b,15832,639
BuiltIn_OOP_Meta_02_Get.ahk,BuiltIn OOP Meta 02 Get,Uncategorized,,,True,0,,de400d802f3d4c4e,13277,519
BuiltIn_OOP_Meta_03_Set.ahk,BuiltIn OOP Meta 03 Set,Uncategorized,,,True,0,,fb9abbffc907c610,9607,377
BuiltIn_OOP_Meta_04_Enum.ahk,BuiltIn OOP Meta 04 Enum,Uncategorized,,,True,0,,2d5b1106a0233570,1413,57
BuiltIn_OOP_Meta_05_Delete.ahk,BuiltIn OOP Meta 05 Delete,Uncategorized,,,True,0,,ec78a55606cedbc7,1400,57
BuiltIn_OOP_Object_01_Create.ahk,BuiltIn OOP Object 01 Create,Uncategorized,,,True,0,,e29d9c02043df6e2,1399,57
BuiltIn_OOP_Object_02_HasOwnProp.ahk,BuiltIn OOP Object 02 HasOwnProp,Uncategorized,,,True,0,,66285c3a55be759a,1405,57
BuiltIn_OOP_Object_03_OwnProps.ahk,BuiltIn OOP Object 03 OwnProps,Uncategorized,,,True,0,,74601e9e09b128ca,1397,57
BuiltIn_OOP_Object_04_Clone.ahk,BuiltIn OOP Object 04 Clone,Uncategorized,,,True,0,,bc3dabc4a33d86f6,1378,57
BuiltIn_OOP_Object_05_Prototype.ahk,BuiltIn OOP Object 05 Prototype,Uncategorized,,,True,0,,192488900aa23495,1399,57
BuiltIn_OOP_Pattern_01_Singleton.ahk,BuiltIn OOP Pattern 01 Singleton,Uncategorized,,,True,0,,bab1ff8f646615a7,1395,57
BuiltIn_OOP_Pattern_02_Factory.ahk,BuiltIn OOP Pattern 02 Factory,Uncategorized,,,True,0,,b7dce9a8380d768d,1390,57
BuiltIn_OOP_Pattern_03_Observer.ahk,BuiltIn OOP Pattern 03 Observer,Uncategorized,,,True,0,,8096297c41a95b35,1402,57
BuiltIn_OOP_Pattern_04_Strategy.ahk,BuiltIn OOP Pattern 04 Strategy,Uncategorized,,,True,0,,8a1302a9b3284192,1406,57
BuiltIn_OOP_Pattern_05_Decorator.ahk,BuiltIn OOP Pattern 05 Decorator,Uncategorized,,,True,0,,ff9e54732f613d40,1398,57
BuiltIn_OOP_Practical_01_Database.ahk,BuiltIn OOP Practical 01 Database,Uncategorized,,,True,0,,89b88d54cbd2bfb7,1411,57
BuiltIn_OOP_Practical_02_HTTP.ahk,BuiltIn OOP Practical 02 HTTP,Uncategorized,,,True,0,,1de41de80ed7b200,1389,57
BuiltIn_OOP_Practical_03_Logger.ahk,BuiltIn OOP Practical 03 Logger,Uncategorized,,,True,0,,c18ebd9e12bf8536,1382,57
BuiltIn_OOP_Practical_04_Config.ahk,BuiltIn OOP Practical 04 Config,Uncategorized,,,True,0,,9ad283c98ab60784,1401,57
BuiltIn_OOP_Practical_05_Validator.ahk,BuiltIn OOP Practical 05 Validator,Uncategorized,,,True,0,,4bbe73976e5c1fe2,1400,57
BuiltIn_OnClipboardChange_01.ahk,BuiltIn OnClipboardChange 01,Uncategorized,,,True,0,,72c7e78ba3029560,26358,891
BuiltIn_OnClipboardChange_02.ahk,BuiltIn OnClipboardChange 02,Uncategorized,,,True,0,,1fd5d83382f188c4,35883,1161
BuiltIn_Ord_01_CharacterCodes.ahk,BuiltIn Ord 01 CharacterCodes,Uncategorized,,,True,0,,b51726eefc1ccd1e,13928,490
BuiltIn_Ord_02_UnicodeHandling.ahk,BuiltIn Ord 02 UnicodeHandling,Uncategorized,,,True,0,,b223f7f2461dadb0,12122,426
BuiltIn_Pause_01.ahk,BuiltIn Pause 01,Uncategorized,,,True,0,,844fba188172025e,25724,864
BuiltIn_Persistent_01.ahk,BuiltIn Persistent 01,Uncategorized,,,True,0,,b1dd7b60adead429,24396,761
BuiltIn_PixelSearch_01.ahk,BuiltIn PixelSearch 01,Uncategorized,,,True,0,,eab3bcd3b39d363f,21439,734
BuiltIn_PixelSearch_02.ahk,BuiltIn PixelSearch 02,Uncategorized,,,True,0,,ec1f3fa554ab219f,28525,996
BuiltIn_ProcessClose_01.ahk,BuiltIn ProcessClose 01,Uncategorized,,,True,0,,ff33fbcc95b5b819,9897,307
BuiltIn_ProcessClose_02.ahk,BuiltIn ProcessClose 02,Uncategorized,,,True,0,,ab0c8333bddb92ee,9888,307
BuiltIn_ProcessClose_03.ahk,BuiltIn ProcessClose 03,Uncategorized,,,True,0,,c10e6f75a177beb9,9900,307
BuiltIn_ProcessClose_04.ahk,BuiltIn ProcessClose 04,Uncategorized,,,True,0,,1ea9bb05d4459530,9870,307
BuiltIn_ProcessExist_01.ahk,BuiltIn ProcessExist 01,Uncategorized,,,True,0,,86a1dbbb13a20bde,13153,390
BuiltIn_ProcessExist_02.ahk,BuiltIn ProcessExist 02,Uncategorized,,,True,0,,e20b500472bef564,6560,195
BuiltIn_ProcessExist_03.ahk,BuiltIn ProcessExist 03,Uncategorized,,,True,0,,8f8808466b2bb939,6650,195
BuiltIn_ProcessExist_04.ahk,BuiltIn ProcessExist 04,Uncategorized,,,True,0,,c2a25f187932e3df,6614,195
BuiltIn_ProcessSetPriority_01.ahk,BuiltIn ProcessSetPriority 01,Uncategorized,,,True,0,,8e180866a46aeaa8,11199,336
BuiltIn_ProcessSetPriority_02.ahk,BuiltIn ProcessSetPriority 02,Uncategorized,,,True,0,,b911dd82163fd85e,11196,336
BuiltIn_Random_01_BasicUsage.ahk,BuiltIn Random 01 BasicUsage,Uncategorized,,,True,0,,4bd8f025caf70ca2,18075,763
BuiltIn_RegDelete_01.ahk,BuiltIn RegDelete 01,Uncategorized,,,True,0,,78713c76035e44f5,20610,673
BuiltIn_RegDelete_02.ahk,BuiltIn RegDelete 02,Uncategorized,,,True,0,,b12d4892134c310c,21088,690
BuiltIn_RegDelete_03.ahk,BuiltIn RegDelete 03,Uncategorized,,,True,0,,b4bb2752bf878a34,20724,736
BuiltIn_RegEx_Match_01_BasicUsage.ahk,BuiltIn RegEx Match 01 BasicUsage,Uncategorized,,,True,0,,e367f9a8fb9361ca,16903,505
BuiltIn_RegEx_Match_02_Groups.ahk,BuiltIn RegEx Match 02 Groups,Uncategorized,,,True,0,,065e7f4a4e873d72,20884,616
BuiltIn_RegEx_Match_03_Patterns.ahk,BuiltIn RegEx Match 03 Patterns,Uncategorized,,,True,0,,6fc0163324afa97c,22145,708
BuiltIn_RegEx_Match_04_Options.ahk,BuiltIn RegEx Match 04 Options,Uncategorized,,,True,0,,fbde05e58c5203a3,21628,756
